date,PHU,ageGrp,population,doses
2021-08-03,SIMCOE MUSKOKA DISTRICT,40-49yrs,72346,382
2021-08-03,SOUTHWESTERN,40-49yrs,25213,145
2021-08-03,SUDBURY AND DISTRICT,40-49yrs,23893,12
2021-08-03,THUNDER BAY DISTRICT,40-49yrs,17224,5
2021-08-03,TIMISKAMING,40-49yrs,3499,3
2021-08-03,TORONTO,40-49yrs,423307,546
2021-08-03,WATERLOO REGION,40-49yrs,76587,174
2021-08-03,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,38968,18
2021-08-03,WINDSOR-ESSEX COUNTY,40-49yrs,50811,76
2021-08-03,YORK REGION,40-49yrs,162480,284
2021-08-03,ALGOMA DISTRICT,50-59yrs,16446,14
2021-08-03,BRANT COUNTY,50-59yrs,21321,4
2021-08-03,CHATHAM-KENT,50-59yrs,15450,3
2021-08-03,CITY OF HAMILTON,50-59yrs,80704,181
2021-08-03,CITY OF OTTAWA,50-59yrs,139786,396
2021-08-03,DURHAM REGION,50-59yrs,104381,239
2021-08-03,EASTERN ONTARIO,50-59yrs,32885,63
2021-08-03,GREY BRUCE,50-59yrs,24279,14
2021-08-03,HALDIMAND-NORFOLK,50-59yrs,17361,5
2021-08-03,HALIBURTON KAWARTHA PINE RIDGE,50-59yrs,30845,37
2021-08-03,HALTON REGION,50-59yrs,85689,505
2021-08-03,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,26066,54
2021-08-03,HURON PERTH,50-59yrs,19413,5
2021-08-03,KINGSTON FRONTENAC LENNOX & ADDINGTON,50-59yrs,29814,54
2021-08-03,LAMBTON COUNTY,50-59yrs,18136,8
2021-08-03,LEEDS GRENVILLE AND LANARK DISTRICT,50-59yrs,28235,26
2021-08-03,MIDDLESEX-LONDON,50-59yrs,66854,129
2021-08-03,NIAGARA REGION,50-59yrs,70296,62
2021-08-03,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,20038,9
2021-08-03,NORTHWESTERN,50-59yrs,11842,1
2021-08-03,PEEL REGION,50-59yrs,217659,343
2021-08-03,PETERBOROUGH COUNTY-CITY,50-59yrs,20821,8
2021-08-03,PORCUPINE,50-59yrs,11988,19
2021-08-03,RENFREW COUNTY AND DISTRICT,50-59yrs,15489,6
2021-08-03,SIMCOE MUSKOKA DISTRICT,50-59yrs,92219,436
2021-08-03,SOUTHWESTERN,50-59yrs,29933,97
2021-08-03,SUDBURY AND DISTRICT,50-59yrs,28981,6
2021-08-03,THUNDER BAY DISTRICT,50-59yrs,20955,7
2021-08-03,TIMISKAMING,50-59yrs,4828,0
2021-08-03,TORONTO,50-59yrs,394894,528
2021-08-03,WATERLOO REGION,50-59yrs,78016,152
2021-08-03,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,44023,17
2021-08-03,WINDSOR-ESSEX COUNTY,50-59yrs,60800,63
2021-08-03,YORK REGION,50-59yrs,180487,298
2021-08-03,ALGOMA DISTRICT,60-69yrs,18604,7
2021-08-03,BRANT COUNTY,60-69yrs,19812,1
2021-08-03,CHATHAM-KENT,60-69yrs,15770,2
2021-08-03,CITY OF HAMILTON,60-69yrs,72258,168
2021-08-03,CITY OF OTTAWA,60-69yrs,118913,273
2021-08-03,DURHAM REGION,60-69yrs,83972,224
2021-08-03,EASTERN ONTARIO,60-69yrs,31360,86
2021-08-03,GREY BRUCE,60-69yrs,27440,13
2021-08-03,HALDIMAND-NORFOLK,60-69yrs,18117,0
2021-08-03,HALIBURTON KAWARTHA PINE RIDGE,60-69yrs,32828,28
2021-08-03,HALTON REGION,60-69yrs,64619,311
2021-08-03,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26203,31
2021-08-03,HURON PERTH,60-69yrs,19835,3
2021-08-03,KINGSTON FRONTENAC LENNOX & ADDINGTON,60-69yrs,28261,32
2021-08-03,LAMBTON COUNTY,60-69yrs,20502,3
2021-08-03,LEEDS GRENVILLE AND LANARK DISTRICT,60-69yrs,28428,22
2021-08-03,MIDDLESEX-LONDON,60-69yrs,60813,81
2021-08-03,NIAGARA REGION,60-69yrs,66878,39
2021-08-03,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,20502,11
2021-08-03,NORTHWESTERN,60-69yrs,11530,1
2021-08-03,PEEL REGION,60-69yrs,167934,264
2021-08-03,PETERBOROUGH COUNTY-CITY,60-69yrs,22051,3
2021-08-03,PORCUPINE,60-69yrs,12077,7
2021-08-03,RENFREW COUNTY AND DISTRICT,60-69yrs,15644,2
2021-08-03,SIMCOE MUSKOKA DISTRICT,60-69yrs,79793,403
2021-08-03,SOUTHWESTERN,60-69yrs,27383,67
2021-08-03,SUDBURY AND DISTRICT,60-69yrs,28512,6
2021-08-03,THUNDER BAY DISTRICT,60-69yrs,22248,7
2021-08-03,TIMISKAMING,60-69yrs,5410,0
2021-08-03,TORONTO,60-69yrs,327676,462
2021-08-03,WATERLOO REGION,60-69yrs,64550,127
2021-08-03,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,37194,13
2021-08-03,WINDSOR-ESSEX COUNTY,60-69yrs,54082,45
2021-08-03,YORK REGION,60-69yrs,143847,262
2021-08-03,ALGOMA DISTRICT,70-79yrs,12699,3
2021-08-03,BRANT COUNTY,70-79yrs,12716,0
2021-08-03,CHATHAM-KENT,70-79yrs,10558,0
2021-08-03,CITY OF HAMILTON,70-79yrs,45295,77
2021-08-03,CITY OF OTTAWA,70-79yrs,75781,186
2021-08-03,DURHAM REGION,70-79yrs,50080,99
2021-08-03,EASTERN ONTARIO,70-79yrs,20776,21
2021-08-03,GREY BRUCE,70-79yrs,19403,14
2021-08-03,HALDIMAND-NORFOLK,70-79yrs,11809,2
2021-08-03,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,27
2021-08-03,HALTON REGION,70-79yrs,43839,136
2021-08-03,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,20
2021-08-03,HURON PERTH,70-79yrs,13697,2
2021-08-03,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,21
2021-08-03,LAMBTON COUNTY,70-79yrs,13758,2
2021-08-03,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,10
2021-08-03,MIDDLESEX-LONDON,70-79yrs,40094,52
2021-08-03,NIAGARA REGION,70-79yrs,48175,134
2021-08-03,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,4
2021-08-03,NORTHWESTERN,70-79yrs,6718,0
2021-08-03,PEEL REGION,70-79yrs,102369,119
2021-08-03,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,2
2021-08-03,PORCUPINE,70-79yrs,6754,1
2021-08-03,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,4
2021-08-03,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,189
2021-08-03,SOUTHWESTERN,70-79yrs,18637,104
2021-08-03,SUDBURY AND DISTRICT,70-79yrs,18552,4
2021-08-03,THUNDER BAY DISTRICT,70-79yrs,13660,2
2021-08-03,TIMISKAMING,70-79yrs,3541,0
2021-08-03,TORONTO,70-79yrs,202795,218
2021-08-03,WATERLOO REGION,70-79yrs,40380,53
2021-08-03,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,11
2021-08-03,WINDSOR-ESSEX COUNTY,70-79yrs,35970,21
2021-08-03,YORK REGION,70-79yrs,90111,96
2021-08-03,ALGOMA DISTRICT,80+,7929,0
2021-08-03,BRANT COUNTY,80+,7044,1
2021-08-03,CHATHAM-KENT,80+,6269,0
2021-08-03,CITY OF HAMILTON,80+,28319,24
2021-08-03,CITY OF OTTAWA,80+,42388,48
2021-08-03,DURHAM REGION,80+,26420,27
2021-08-03,EASTERN ONTARIO,80+,11219,4
2021-08-03,GREY BRUCE,80+,11147,2
2021-08-03,HALDIMAND-NORFOLK,80+,6382,0
2021-08-03,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,7
2021-08-03,HALTON REGION,80+,25542,36
2021-08-03,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,5
2021-08-03,HURON PERTH,80+,8279,4
2021-08-03,KINGSTON FRONTENAC LENNOX & ADDINGTON,80+,11314,10
2021-08-03,LAMBTON COUNTY,80+,8068,0
2021-08-03,LEEDS GRENVILLE AND LANARK DISTRICT,80+,10669,1
2021-08-03,MIDDLESEX-LONDON,80+,23219,10
2021-08-03,NIAGARA REGION,80+,29120,26
2021-08-03,NORTH BAY PARRY SOUND DISTRICT,80+,7885,0
2021-08-03,NORTHWESTERN,80+,3618,0
2021-08-03,PEEL REGION,80+,50535,63
2021-08-03,PETERBOROUGH COUNTY-CITY,80+,9476,0
2021-08-03,PORCUPINE,80+,3632,2
2021-08-03,RENFREW COUNTY AND DISTRICT,80+,6453,0
2021-08-03,SIMCOE MUSKOKA DISTRICT,80+,30142,39
2021-08-03,SOUTHWESTERN,80+,10908,12
2021-08-03,SUDBURY AND DISTRICT,80+,10028,0
2021-08-03,THUNDER BAY DISTRICT,80+,7894,0
2021-08-03,TIMISKAMING,80+,1974,0
2021-08-03,TORONTO,80+,144579,113
2021-08-03,WATERLOO REGION,80+,22488,20
2021-08-03,WELLINGTON-DUFFERIN-GUELPH,80+,12749,1
2021-08-03,WINDSOR-ESSEX COUNTY,80+,20462,3
2021-08-03,YORK REGION,80+,48390,55
2021-08-04,ALGOMA DISTRICT,12-17yrs,6504,110
2021-08-04,BRANT COUNTY,12-17yrs,10734,119
2021-08-04,CHATHAM-KENT,12-17yrs,7233,175
2021-08-04,CITY OF HAMILTON,12-17yrs,37018,270
2021-08-04,CITY OF OTTAWA,12-17yrs,66222,777
2021-08-04,DURHAM REGION,12-17yrs,51038,848
2021-08-04,EASTERN ONTARIO,12-17yrs,13423,185
2021-08-04,GREY BRUCE,12-17yrs,10179,93
2021-08-04,HALDIMAND-NORFOLK,12-17yrs,7138,63
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,12-17yrs,10093,213
2021-08-04,HALTON REGION,12-17yrs,49248,372
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,9953,104
2021-08-04,HURON PERTH,12-17yrs,9790,25
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,12-17yrs,11803,54
2021-08-04,LAMBTON COUNTY,12-17yrs,8280,222
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,12-17yrs,10477,114
2021-08-04,MIDDLESEX-LONDON,12-17yrs,31735,646
2021-08-04,NIAGARA REGION,12-17yrs,28353,243
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,7244,34
2021-08-04,NORTHWESTERN,12-17yrs,6670,51
2021-08-04,PEEL REGION,12-17yrs,118974,828
2021-08-04,PETERBOROUGH COUNTY-CITY,12-17yrs,8041,119
2021-08-04,PORCUPINE,12-17yrs,5754,42
2021-08-04,RENFREW COUNTY AND DISTRICT,12-17yrs,6329,178
2021-08-04,SIMCOE MUSKOKA DISTRICT,12-17yrs,37614,418
2021-08-04,SOUTHWESTERN,12-17yrs,15337,362
2021-08-04,SUDBURY AND DISTRICT,12-17yrs,11889,257
2021-08-04,THUNDER BAY DISTRICT,12-17yrs,9043,118
2021-08-04,TIMISKAMING,12-17yrs,1897,12
2021-08-04,TORONTO,12-17yrs,162546,1269
2021-08-04,WATERLOO REGION,12-17yrs,40049,456
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,21168,375
2021-08-04,WINDSOR-ESSEX COUNTY,12-17yrs,29770,146
2021-08-04,YORK REGION,12-17yrs,89973,685
2021-08-04,ALGOMA DISTRICT,18-29yrs,15509,124
2021-08-04,BRANT COUNTY,18-29yrs,24059,194
2021-08-04,CHATHAM-KENT,18-29yrs,14984,161
2021-08-04,CITY OF HAMILTON,18-29yrs,100237,423
2021-08-04,CITY OF OTTAWA,18-29yrs,186587,855
2021-08-04,DURHAM REGION,18-29yrs,114063,768
2021-08-04,EASTERN ONTARIO,18-29yrs,27830,251
2021-08-04,GREY BRUCE,18-29yrs,22126,90
2021-08-04,HALDIMAND-NORFOLK,18-29yrs,15900,75
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,18-29yrs,22520,153
2021-08-04,HALTON REGION,18-29yrs,95648,683
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,22375,169
2021-08-04,HURON PERTH,18-29yrs,20393,72
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,18-29yrs,34068,137
2021-08-04,LAMBTON COUNTY,18-29yrs,18558,262
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,18-29yrs,21695,131
2021-08-04,MIDDLESEX-LONDON,18-29yrs,88180,706
2021-08-04,NIAGARA REGION,18-29yrs,70592,351
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,17552,54
2021-08-04,NORTHWESTERN,18-29yrs,13990,26
2021-08-04,PEEL REGION,18-29yrs,278974,1535
2021-08-04,PETERBOROUGH COUNTY-CITY,18-29yrs,21688,165
2021-08-04,PORCUPINE,18-29yrs,12232,26
2021-08-04,RENFREW COUNTY AND DISTRICT,18-29yrs,14861,203
2021-08-04,SIMCOE MUSKOKA DISTRICT,18-29yrs,87904,731
2021-08-04,SOUTHWESTERN,18-29yrs,30393,242
2021-08-04,SUDBURY AND DISTRICT,18-29yrs,29436,320
2021-08-04,THUNDER BAY DISTRICT,18-29yrs,22251,139
2021-08-04,TIMISKAMING,18-29yrs,4360,7
2021-08-04,TORONTO,18-29yrs,585930,2403
2021-08-04,WATERLOO REGION,18-29yrs,99244,779
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,50230,481
2021-08-04,WINDSOR-ESSEX COUNTY,18-29yrs,72405,259
2021-08-04,YORK REGION,18-29yrs,198762,604
2021-08-04,ALGOMA DISTRICT,30-39yrs,12062,100
2021-08-04,BRANT COUNTY,30-39yrs,19698,161
2021-08-04,CHATHAM-KENT,30-39yrs,11594,117
2021-08-04,CITY OF HAMILTON,30-39yrs,84056,306
2021-08-04,CITY OF OTTAWA,30-39yrs,158259,763
2021-08-04,DURHAM REGION,30-39yrs,93632,660
2021-08-04,EASTERN ONTARIO,30-39yrs,21920,183
2021-08-04,GREY BRUCE,30-39yrs,17931,84
2021-08-04,HALDIMAND-NORFOLK,30-39yrs,11852,54
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,30-39yrs,17429,106
2021-08-04,HALTON REGION,30-39yrs,80648,600
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,17863,134
2021-08-04,HURON PERTH,30-39yrs,14728,52
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,30-39yrs,29909,90
2021-08-04,LAMBTON COUNTY,30-39yrs,14493,166
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,30-39yrs,16449,98
2021-08-04,MIDDLESEX-LONDON,30-39yrs,73436,486
2021-08-04,NIAGARA REGION,30-39yrs,54175,271
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,14543,61
2021-08-04,NORTHWESTERN,30-39yrs,9958,20
2021-08-04,PEEL REGION,30-39yrs,235513,998
2021-08-04,PETERBOROUGH COUNTY-CITY,30-39yrs,18338,103
2021-08-04,PORCUPINE,30-39yrs,9754,18
2021-08-04,RENFREW COUNTY AND DISTRICT,30-39yrs,13489,149
2021-08-04,SIMCOE MUSKOKA DISTRICT,30-39yrs,74380,578
2021-08-04,SOUTHWESTERN,30-39yrs,24409,171
2021-08-04,SUDBURY AND DISTRICT,30-39yrs,24368,191
2021-08-04,THUNDER BAY DISTRICT,30-39yrs,18511,97
2021-08-04,TIMISKAMING,30-39yrs,3297,2
2021-08-04,TORONTO,30-39yrs,528595,1881
2021-08-04,WATERLOO REGION,30-39yrs,84990,467
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,42188,401
2021-08-04,WINDSOR-ESSEX COUNTY,30-39yrs,48477,178
2021-08-04,YORK REGION,30-39yrs,155115,413
2021-08-04,ALGOMA DISTRICT,40-49yrs,11665,79
2021-08-04,BRANT COUNTY,40-49yrs,18896,144
2021-08-04,CHATHAM-KENT,40-49yrs,11350,95
2021-08-04,CITY OF HAMILTON,40-49yrs,71673,252
2021-08-04,CITY OF OTTAWA,40-49yrs,134815,649
2021-08-04,DURHAM REGION,40-49yrs,93719,549
2021-08-04,EASTERN ONTARIO,40-49yrs,23559,148
2021-08-04,GREY BRUCE,40-49yrs,16555,62
2021-08-04,HALDIMAND-NORFOLK,40-49yrs,11715,66
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,40-49yrs,17924,110
2021-08-04,HALTON REGION,40-49yrs,88209,700
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,17924,124
2021-08-04,HURON PERTH,40-49yrs,14709,63
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,40-49yrs,24416,73
2021-08-04,LAMBTON COUNTY,40-49yrs,13713,189
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,40-49yrs,18360,70
2021-08-04,MIDDLESEX-LONDON,40-49yrs,59863,355
2021-08-04,NIAGARA REGION,40-49yrs,52093,228
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,13844,55
2021-08-04,NORTHWESTERN,40-49yrs,9699,11
2021-08-04,PEEL REGION,40-49yrs,220945,729
2021-08-04,PETERBOROUGH COUNTY-CITY,40-49yrs,14923,90
2021-08-04,PORCUPINE,40-49yrs,9835,24
2021-08-04,RENFREW COUNTY AND DISTRICT,40-49yrs,11851,112
2021-08-04,SIMCOE MUSKOKA DISTRICT,40-49yrs,72346,540
2021-08-04,SOUTHWESTERN,40-49yrs,25213,181
2021-08-04,SUDBURY AND DISTRICT,40-49yrs,23893,190
2021-08-04,THUNDER BAY DISTRICT,40-49yrs,17224,93
2021-08-04,TIMISKAMING,40-49yrs,3499,5
2021-08-04,TORONTO,40-49yrs,423307,1334
2021-08-04,WATERLOO REGION,40-49yrs,76587,318
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,38968,284
2021-08-04,WINDSOR-ESSEX COUNTY,40-49yrs,50811,158
2021-08-04,YORK REGION,40-49yrs,162480,450
2021-08-04,ALGOMA DISTRICT,50-59yrs,16446,73
2021-08-04,BRANT COUNTY,50-59yrs,21321,120
2021-08-04,CHATHAM-KENT,50-59yrs,15450,127
2021-08-04,CITY OF HAMILTON,50-59yrs,80704,257
2021-08-04,CITY OF OTTAWA,50-59yrs,139786,444
2021-08-04,DURHAM REGION,50-59yrs,104381,434
2021-08-04,EASTERN ONTARIO,50-59yrs,32885,215
2021-08-04,GREY BRUCE,50-59yrs,24279,65
2021-08-04,HALDIMAND-NORFOLK,50-59yrs,17361,48
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,50-59yrs,30845,128
2021-08-04,HALTON REGION,50-59yrs,85689,586
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,26066,165
2021-08-04,HURON PERTH,50-59yrs,19413,44
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,50-59yrs,29814,108
2021-08-04,LAMBTON COUNTY,50-59yrs,18136,160
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,50-59yrs,28235,117
2021-08-04,MIDDLESEX-LONDON,50-59yrs,66854,294
2021-08-04,NIAGARA REGION,50-59yrs,70296,297
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,20038,60
2021-08-04,NORTHWESTERN,50-59yrs,11842,12
2021-08-04,PEEL REGION,50-59yrs,217659,622
2021-08-04,PETERBOROUGH COUNTY-CITY,50-59yrs,20821,86
2021-08-04,PORCUPINE,50-59yrs,11988,11
2021-08-04,RENFREW COUNTY AND DISTRICT,50-59yrs,15489,126
2021-08-04,SIMCOE MUSKOKA DISTRICT,50-59yrs,92219,568
2021-08-04,SOUTHWESTERN,50-59yrs,29933,144
2021-08-04,SUDBURY AND DISTRICT,50-59yrs,28981,183
2021-08-04,THUNDER BAY DISTRICT,50-59yrs,20955,91
2021-08-04,TIMISKAMING,50-59yrs,4828,8
2021-08-04,TORONTO,50-59yrs,394894,1241
2021-08-04,WATERLOO REGION,50-59yrs,78016,277
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,44023,264
2021-08-04,WINDSOR-ESSEX COUNTY,50-59yrs,60800,162
2021-08-04,YORK REGION,50-59yrs,180487,430
2021-08-04,ALGOMA DISTRICT,60-69yrs,18604,67
2021-08-04,BRANT COUNTY,60-69yrs,19812,96
2021-08-04,CHATHAM-KENT,60-69yrs,15770,52
2021-08-04,CITY OF HAMILTON,60-69yrs,72258,196
2021-08-04,CITY OF OTTAWA,60-69yrs,118913,261
2021-08-04,DURHAM REGION,60-69yrs,83972,316
2021-08-04,EASTERN ONTARIO,60-69yrs,31360,191
2021-08-04,GREY BRUCE,60-69yrs,27440,75
2021-08-04,HALDIMAND-NORFOLK,60-69yrs,18117,31
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,60-69yrs,32828,120
2021-08-04,HALTON REGION,60-69yrs,64619,304
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26203,171
2021-08-04,HURON PERTH,60-69yrs,19835,29
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,60-69yrs,28261,66
2021-08-04,LAMBTON COUNTY,60-69yrs,20502,114
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,60-69yrs,28428,105
2021-08-04,MIDDLESEX-LONDON,60-69yrs,60813,182
2021-08-04,NIAGARA REGION,60-69yrs,66878,252
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,20502,47
2021-08-04,NORTHWESTERN,60-69yrs,11530,2
2021-08-04,PEEL REGION,60-69yrs,167934,453
2021-08-04,PETERBOROUGH COUNTY-CITY,60-69yrs,22051,96
2021-08-04,PORCUPINE,60-69yrs,12077,15
2021-08-04,RENFREW COUNTY AND DISTRICT,60-69yrs,15644,91
2021-08-04,SIMCOE MUSKOKA DISTRICT,60-69yrs,79793,533
2021-08-04,SOUTHWESTERN,60-69yrs,27383,113
2021-08-04,SUDBURY AND DISTRICT,60-69yrs,28512,102
2021-08-04,THUNDER BAY DISTRICT,60-69yrs,22248,69
2021-08-04,TIMISKAMING,60-69yrs,5410,14
2021-08-04,TORONTO,60-69yrs,327676,975
2021-08-04,WATERLOO REGION,60-69yrs,64550,209
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,37194,117
2021-08-04,WINDSOR-ESSEX COUNTY,60-69yrs,54082,118
2021-08-04,YORK REGION,60-69yrs,143847,322
2021-08-04,ALGOMA DISTRICT,70-79yrs,12699,16
2021-08-04,BRANT COUNTY,70-79yrs,12716,36
2021-08-04,CHATHAM-KENT,70-79yrs,10558,20
2021-08-04,CITY OF HAMILTON,70-79yrs,45295,79
2021-08-04,CITY OF OTTAWA,70-79yrs,75781,185
2021-08-04,DURHAM REGION,70-79yrs,50080,114
2021-08-04,EASTERN ONTARIO,70-79yrs,20776,129
2021-08-04,GREY BRUCE,70-79yrs,19403,24
2021-08-04,HALDIMAND-NORFOLK,70-79yrs,11809,22
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,88
2021-08-04,HALTON REGION,70-79yrs,43839,136
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,66
2021-08-04,HURON PERTH,70-79yrs,13697,10
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,44
2021-08-04,LAMBTON COUNTY,70-79yrs,13758,40
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,47
2021-08-04,MIDDLESEX-LONDON,70-79yrs,40094,113
2021-08-04,NIAGARA REGION,70-79yrs,48175,218
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,15
2021-08-04,NORTHWESTERN,70-79yrs,6718,13
2021-08-04,PEEL REGION,70-79yrs,102369,175
2021-08-04,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,62
2021-08-04,PORCUPINE,70-79yrs,6754,5
2021-08-04,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,53
2021-08-04,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,207
2021-08-04,SOUTHWESTERN,70-79yrs,18637,84
2021-08-04,SUDBURY AND DISTRICT,70-79yrs,18552,39
2021-08-04,THUNDER BAY DISTRICT,70-79yrs,13660,32
2021-08-04,TIMISKAMING,70-79yrs,3541,2
2021-08-04,TORONTO,70-79yrs,202795,484
2021-08-04,WATERLOO REGION,70-79yrs,40380,93
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,47
2021-08-04,WINDSOR-ESSEX COUNTY,70-79yrs,35970,74
2021-08-04,YORK REGION,70-79yrs,90111,135
2021-08-04,ALGOMA DISTRICT,80+,7929,10
2021-08-04,BRANT COUNTY,80+,7044,10
2021-08-04,CHATHAM-KENT,80+,6269,7
2021-08-04,CITY OF HAMILTON,80+,28319,15
2021-08-04,CITY OF OTTAWA,80+,42388,53
2021-08-04,DURHAM REGION,80+,26420,30
2021-08-04,EASTERN ONTARIO,80+,11219,26
2021-08-04,GREY BRUCE,80+,11147,7
2021-08-04,HALDIMAND-NORFOLK,80+,6382,8
2021-08-04,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,20
2021-08-04,HALTON REGION,80+,25542,25
2021-08-04,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,15
2021-08-04,HURON PERTH,80+,8279,0
2021-08-04,KINGSTON FRONTENAC LENNOX & ADDINGTON,80+,11314,18
2021-08-04,LAMBTON COUNTY,80+,8068,14
2021-08-04,LEEDS GRENVILLE AND LANARK DISTRICT,80+,10669,18
2021-08-04,MIDDLESEX-LONDON,80+,23219,3
2021-08-04,NIAGARA REGION,80+,29120,59
2021-08-04,NORTH BAY PARRY SOUND DISTRICT,80+,7885,8
2021-08-04,NORTHWESTERN,80+,3618,1
2021-08-04,PEEL REGION,80+,50535,77
2021-08-04,PETERBOROUGH COUNTY-CITY,80+,9476,12
2021-08-04,PORCUPINE,80+,3632,0
2021-08-04,RENFREW COUNTY AND DISTRICT,80+,6453,11
2021-08-04,SIMCOE MUSKOKA DISTRICT,80+,30142,63
2021-08-04,SOUTHWESTERN,80+,10908,56
2021-08-04,SUDBURY AND DISTRICT,80+,10028,16
2021-08-04,THUNDER BAY DISTRICT,80+,7894,6
2021-08-04,TIMISKAMING,80+,1974,0
2021-08-04,TORONTO,80+,144579,205
2021-08-04,WATERLOO REGION,80+,22488,26
2021-08-04,WELLINGTON-DUFFERIN-GUELPH,80+,12749,9
2021-08-04,WINDSOR-ESSEX COUNTY,80+,20462,19
2021-08-04,YORK REGION,80+,48390,64
2021-08-05,ALGOMA DISTRICT,12-17yrs,6504,38
2021-08-05,BRANT COUNTY,12-17yrs,10734,183
2021-08-05,CHATHAM-KENT,12-17yrs,7233,45
2021-08-05,CITY OF HAMILTON,12-17yrs,37018,357
2021-08-05,CITY OF OTTAWA,12-17yrs,66222,478
2021-08-05,DURHAM REGION,12-17yrs,51038,731
2021-08-05,EASTERN ONTARIO,12-17yrs,13423,267
2021-08-05,GREY BRUCE,12-17yrs,10179,110
2021-08-05,HALDIMAND-NORFOLK,12-17yrs,7138,105
2021-08-05,HALIBURTON KAWARTHA PINE RIDGE,12-17yrs,10093,104
2021-08-05,HALTON REGION,12-17yrs,49248,360
2021-08-05,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,9953,91
2021-08-05,HURON PERTH,12-17yrs,9790,138
2021-08-05,KINGSTON FRONTENAC LENNOX & ADDINGTON,12-17yrs,11803,114
2021-08-05,LAMBTON COUNTY,12-17yrs,8280,184
